id	name	type	location	team	initiationDate	finalisationDate	finalStatus
4278	Rugby union-4278	Rugby union	South Nowra	Team-36	2011-02-27	2012-10-10	
4279	Taekwondo-4279	Taekwondo	Sunshine Acres	Team-65	2017-11-23	2019-11-02	
4280	Taekwondo-4280	Taekwondo	Darling Downs	Team-48	2006-03-08	2008-01-28	
4281	Wrestling-4281	Wrestling	Hazelwood North	Team-74	2008-08-20	2010-04-04	
4282	Judo-4282	Judo	Rankin Park	Team-91	2001-11-26	2002-11-16	
4283	Lacrosse-4283	Lacrosse	Cocoroc	Team-74	2011-11-27	2013-07-21	
4284	Karate-4284	Karate	Trafalgar South	Team-41	2010-03-01	2011-10-29	
4285	Climbing-4285	Climbing	Ghana	Team-43	1999-12-05	2001-09-04	
4286	Fencing-4286	Fencing	Underwood (Qld)	Team-57	2013-09-06	2015-08-15	
4287	Judo-4287	Judo	Kingsbury	Team-64	2015-07-05	2017-04-13	
4288	Hockey-4288	Hockey	Munno Para	Team-41	2006-01-15	2007-02-04	
4289	Boxing-4289	Boxing	East Brisbane	Team-80	2006-01-26	2007-12-27	
4290	Cycling-4290	Cycling	Berowra	Team-87	1998-02-14	1998-06-27	
4291	Kayak-4291	Kayak	Hazelwood North	Team-43	1999-01-14	2000-03-28	
4292	Basketball-4292	Basketball	Chisholm (ACT)	Team-64	2007-09-13	2009-05-05	
4293	Lacrosse-4293	Lacrosse	Kangaroo Point (NSW)	Team-38	2016-10-25	2017-03-16	
4294	Dancing-4294	Dancing	Randwick	Team-37	2009-08-06	2011-02-21	
4295	Kayak-4295	Kayak	Armenia	Team-62	2009-02-05	2010-08-30	
4296	Weightlifting-4296	Weightlifting	Bulleen	Team-52	2009-04-05	2011-04-08	
4297	Taekwondo-4297	Taekwondo	Waverton	Team-71	2002-03-20	2004-03-02	
4298	Pentathlon-4298	Pentathlon	Forresters Beach	Team-72	2007-01-26	2009-01-29	
4299	Golf-4299	Golf	Belimbla Park	Team-26	2005-11-14	2007-06-12	
4300	Pentathlon-4300	Pentathlon	Taylors Hill	Team-68	2016-10-21	2018-07-31	
4301	Track and field-4301	Track and field	Surrey Hills	Team-78	2014-01-12	2015-10-20	
4302	Wrestling-4302	Wrestling	Ghana	Team-25	2014-04-02	2016-01-25	
4303	Tennis-4303	Tennis	Umagico	Team-98	2005-01-28	2006-08-16	
4304	Rugby union-4304	Rugby union	Goonumbla	Team-50	2010-08-14	2012-05-07	
4305	Cycling-4305	Cycling	Keilor East	Team-24	2013-04-08	2015-03-17	
4306	Rugby 7s-4306	Rugby 7s	Wentworthville	Team-66	2001-08-25	2003-08-03	
4307	Lacrosse-4307	Lacrosse	Five Dock	Team-66	1999-04-15	1999-08-22	
4308	Racquets-4308	Racquets	Philippines	Team-19	2016-03-04	2017-12-26	
4309	Golf-4309	Golf	Lake Wendouree	Team-88	1998-08-09	2000-04-28	
4310	Taekwondo-4310	Taekwondo	Adamstown Heights	Team-9	2013-10-11	2014-12-29	
4311	Softball-4311	Softball	Christie Downs	Team-71	2000-05-10	2002-03-30	
4312	Triathlon-4312	Triathlon	Bickley	Team-14	2006-11-05	2007-09-30	
4313	Dancing-4313	Dancing	Wondalga	Team-35	2008-05-13	2009-06-16	
4314	Archery-4314	Archery	Beverley Park	Team-78	2011-09-24	2013-08-29	
4315	Canoe-4315	Canoe	Solomon Islands	Team-80	2011-03-13	2012-12-23	
4316	Triathlon-4316	Triathlon	Beverly Hills	Team-28	2008-07-18	2010-07-01	
4317	Polo-4317	Polo	Newtown (NSW)	Team-58	2012-04-06	2014-02-06	
4318	Croquet-4318	Croquet	Nariel Valley	Team-66	2012-05-08	2013-10-30	
4319	Softball-4319	Softball	Borambola	Team-13	2014-01-24	2015-09-03	
4320	Equestrian-4320	Equestrian	Caulfield East	Team-98	1998-09-24	2000-06-15	
4321	Surfing-4321	Surfing	Westminster	Team-80	2007-04-15	2008-10-24	
4322	Hockey-4322	Hockey	Albany Creek	Team-53	2004-01-03	2005-05-06	
4323	Lacrosse-4323	Lacrosse	McMahons Point	Team-4	2015-06-24	2017-02-01	
4324	Baseball-4324	Baseball	Burroway	Team-93	2008-09-23	2010-07-17	
4325	Cricket-4325	Cricket	Burra (Palerang - NSW)	Team-53	2011-09-24	2012-07-07	
4326	Gymnastics-4326	Gymnastics	Keilor East	Team-35	2001-05-14	2003-05-05	
4327	Soccer-4327	Soccer	Fairfield West	Team-19	2010-02-08	2011-07-28	
4328	Dancing-4328	Dancing	North Balgowlah	Team-19	2002-07-19	2004-06-05	
4329	Soccer-4329	Soccer	Libya	Team-58	2012-08-14	2014-08-13	
4330	Shooting-4330	Shooting	Ermington	Team-69	2012-02-24	2014-01-30	
4331	Basketball-4331	Basketball	Dulwich Hill	Team-14	1998-08-20	1999-11-19	
4332	Gymnastics-4332	Gymnastics	Kealba	Team-25	2003-04-19	2004-06-05	
4333	Rowing-4333	Rowing	Australind	Team-44	2015-10-25	2016-02-18	
4334	Gymnastics-4334	Gymnastics	The Rocks (Sydney - NSW)	Team-42	2015-07-25	2017-03-08	
4335	Cricket-4335	Cricket	Lesotho	Team-90	2003-07-11	2004-10-18	
4336	Cricket-4336	Cricket	Eastwood (NSW)	Team-58	2007-11-08	2009-10-12	
4337	Sailing-4337	Sailing	Delahey	Team-35	1998-07-08	2000-05-01	
4338	Croquet-4338	Croquet	Mount Pleasant (Vic.)	Team-41	2006-04-17	2008-03-19	
4339	Track and field-4339	Track and field	Germany	Team-72	2001-05-25	2003-01-04	
4340	Squash-4340	Squash	Cranbourne East	Team-54	2003-09-09	2005-02-05	
4341	Archery-4341	Archery	Botany Bay	Team-18	2004-11-03	2006-10-07	
4342	Hockey-4342	Hockey	Lawson (ACT)	Team-70	2016-07-02	2018-05-19	
4343	Archery-4343	Archery	Chad	Team-41	1999-11-06	2001-10-02	
4344	Rugby union-4344	Rugby union	Braybrook	Team-97	2016-06-05	2018-06-05	
4345	Hockey-4345	Hockey	Denistone East	Team-15	2013-09-21	2015-04-24	
4346	Wrestling-4346	Wrestling	Bundamba	Team-30	2007-01-06	2008-08-03	
4347	Track and field-4347	Track and field	Nicaragua	Team-61	2015-05-15	2015-11-30	
4348	Boxing-4348	Boxing	Mosman	Team-28	2006-07-24	2008-05-18	
4349	Croquet-4349	Croquet	Fishing Point	Team-63	2007-01-22	2009-01-04	
4350	Rowing-4350	Rowing	Mount Helena	Team-29	2006-08-09	2007-04-04	
4351	Triathlon-4351	Triathlon	Glenwood (NSW)	Team-13	2012-10-21	2014-04-25	
4352	Track and field-4352	Track and field	Mount Cotton	Team-32	2000-08-21	2001-05-07	
4353	Canoe-4353	Canoe	Elwood	Team-40	2003-08-12	2004-09-25	
4354	Kayak-4354	Kayak	Mont Albert North	Team-77	2006-11-28	2008-11-08	
4355	Climbing-4355	Climbing	Maroubra	Team-41	2013-09-17	2015-03-25	
4356	Wrestling-4356	Wrestling	Devonport	Team-51	1998-01-11	1999-12-19	
4357	Surfing-4357	Surfing	Darlinghurst	Team-25	2001-09-26	2003-06-19	
4358	Shooting-4358	Shooting	Toorak	Team-32	2014-03-02	2015-10-09	
4359	Cycling-4359	Cycling	Ettalong Beach	Team-78	2003-03-17	2003-09-16	
4360	Cycling-4360	Cycling	Redbank Plains	Team-39	2009-07-08	2010-02-20	
4361	Cricket-4361	Cricket	Chermside West	Team-69	2002-02-22	2004-01-28	
4362	Judo-4362	Judo	Carlton (Vic.)	Team-89	2016-10-25	2018-10-15	
4363	Judo-4363	Judo	Trinity Beach	Team-11	2017-08-14	2019-05-26	
4364	Cycling-4364	Cycling	Armadale (Vic.)	Team-12	2008-08-11	2010-07-04	
4365	Gymnastics-4365	Gymnastics	Mexico	Team-67	2015-07-12	2016-11-08	
4366	Water polo-4366	Water polo	Manly (NSW)	Team-47	2000-01-04	2001-07-18	
4367	Soccer-4367	Soccer	Braybrook	Team-6	2002-03-01	2003-09-10	
4368	Sailing-4368	Sailing	Oman	Team-73	2015-11-14	2017-10-22	
4369	Soccer-4369	Soccer	Tamborine	Team-43	2016-05-16	2018-03-06	
4370	Handball-4370	Handball	China	Team-81	2015-08-14	2017-05-24	
4371	Cricket-4371	Cricket	Hungary	Team-45	2005-09-03	2007-08-29	
4372	Baseball-4372	Baseball	Melbourne	Team-85	2013-08-05	2015-07-05	
4373	Taekwondo-4373	Taekwondo	Hewett	Team-57	2008-03-04	2009-08-03	
4374	Softball-4374	Softball	Lavington	Team-13	2005-08-14	2007-01-21	
4375	Squash-4375	Squash	Fawkner	Team-14	2010-09-12	2012-05-08	
4376	Judo-4376	Judo	Maylands (WA)	Team-86	2005-11-06	2006-01-05	
4377	Boxing-4377	Boxing	Coolaroo	Team-90	2007-12-03	2009-12-02	
4378	Hockey-4378	Hockey	Mosman	Team-45	2009-03-13	2010-12-27	
4379	Taekwondo-4379	Taekwondo	Guatemala	Team-82	2008-03-23	2009-11-15	
4380	Taekwondo-4380	Taekwondo	Moorabbin Airport	Team-91	1998-04-26	1998-08-05	
4381	Racquets-4381	Racquets	Yanchep	Team-56	2008-09-24	2010-09-03	
4382	Weightlifting-4382	Weightlifting	Ravenswood (Tas.)	Team-25	2017-10-11	2019-05-14	
4383	Gymnastics-4383	Gymnastics	Royal National Park	Team-68	2014-10-03	2016-02-14	
4384	Surfing-4384	Surfing	Austria	Team-97	1998-02-20	2000-02-25	
4385	Golf-4385	Golf	Gilston	Team-95	2002-06-22	2004-01-26	
4386	Surfing-4386	Surfing	Berrinba	Team-75	2006-05-17	2008-04-12	
4387	Wrestling-4387	Wrestling	Waikiki	Team-22	2006-10-04	2008-07-29	
4388	Sailing-4388	Sailing	Donnybrook (Qld)	Team-82	2017-08-25	2019-05-06	
4389	Softball-4389	Softball	Mona Vale	Team-3	2010-10-09	2012-07-06	
4390	Squash-4390	Squash	Togo	Team-55	2012-06-14	2013-09-12	
4391	Lacrosse-4391	Lacrosse	Kings Park (NSW)	Team-33	2016-08-22	2018-04-19	
4392	Fencing-4392	Fencing	Sandy Bay	Team-17	2008-08-01	2010-06-07	
4393	Equestrian-4393	Equestrian	Docklands	Team-45	2016-10-25	2017-09-29	
4394	Netball-4394	Netball	Crawley	Team-74	2013-02-06	2014-11-20	
4395	Croquet-4395	Croquet	Carlton North	Team-2	1999-02-01	2000-12-23	
4396	Boxing-4396	Boxing	East Brisbane	Team-97	2008-08-05	2010-06-28	
4397	Baseball-4397	Baseball	Spotswood	Team-88	2000-10-22	2002-08-06	
4398	Tennis-4398	Tennis	Casuarina (NT)	Team-9	2001-12-28	2002-12-15	
4399	Bowling-4399	Bowling	Auburn (NSW)	Team-18	2005-06-14	2007-03-28	
4400	Archery-4400	Archery	Inverloch	Team-89	2010-06-21	2010-12-23	
4401	Softball-4401	Softball	Mornington (Vic.)	Team-6	2017-05-02	2018-12-11	
4402	Climbing-4402	Climbing	Iraq	Team-23	2005-01-16	2006-03-23	
4403	Rugby 7s-4403	Rugby 7s	Sherwood (Qld)	Team-78	2002-11-06	2004-05-01	
4404	Track and field-4404	Track and field	Hamilton (Qld)	Team-23	1998-11-08	2000-06-06	
4405	Cycling-4405	Cycling	Palm Beach (Qld)	Team-37	2010-09-27	2012-07-26	
4406	Soccer-4406	Soccer	Safety Bay	Team-91	2015-11-01	2017-10-28	
4407	Hockey-4407	Hockey	Leeming	Team-23	2004-06-24	2006-03-23	
4408	Baseball-4408	Baseball	Ghana	Team-75	2016-02-09	2018-01-14	
4409	Badminton-4409	Badminton	Lavington	Team-89	2007-02-27	2008-04-27	
4410	Softball-4410	Softball	Connolly	Team-81	2010-08-02	2012-07-08	
4411	Equestrian-4411	Equestrian	St Helens Park	Team-25	2016-02-15	2018-01-22	
4412	Croquet-4412	Croquet	Ballarat North	Team-24	2010-12-04	2012-11-28	
4413	Hockey-4413	Hockey	Noble Park	Team-32	2005-06-13	2007-06-04	
4414	Golf-4414	Golf	Newport (NSW)	Team-34	2015-12-08	2017-12-11	
4415	Rugby 7s-4415	Rugby 7s	Mawson Lakes	Team-33	2007-01-28	2008-11-23	
4416	Handball-4416	Handball	Red Hill (Brisbane - Qld)	Team-96	2012-07-17	2014-06-09	
4417	Wrestling-4417	Wrestling	Summer Hill (Ashfield - NSW)	Team-98	2011-10-21	2013-08-28	
4418	Fencing-4418	Fencing	Narre Warren South	Team-44	2008-02-01	2009-03-16	
4419	Handball-4419	Handball	Tunisia	Team-89	2000-08-11	2001-06-18	
4420	Netball-4420	Netball	Pemulwuy	Team-9	2016-11-18	2018-11-15	
4421	Diving-4421	Diving	Rivett	Team-95	2015-11-06	2016-07-09	
4422	Softball-4422	Softball	Lithuania	Team-34	1999-07-11	2000-02-16	
4423	Basketball-4423	Basketball	North Warrandyte	Team-67	2014-02-02	2015-10-09	
4424	Dancing-4424	Dancing	Gilgooma	Team-18	1998-07-22	2000-04-13	
4425	Archery-4425	Archery	Wynnum West	Team-51	2016-04-20	2018-03-25	
4426	Cricket-4426	Cricket	Coburg	Team-17	2007-01-06	2007-08-05	
4427	Golf-4427	Golf	Lidcombe	Team-48	2009-12-05	2011-11-19	
4428	Cricket-4428	Cricket	Cooloongup	Team-2	1999-07-22	2000-12-27	
4429	Dancing-4429	Dancing	Rossmoyne	Team-95	2015-04-11	2017-01-31	
4430	Water polo-4430	Water polo	Cabramatta	Team-49	2009-08-14	2011-08-11	
4431	Swimming-4431	Swimming	Armenia	Team-58	2004-04-22	2005-01-10	
4432	Equestrian-4432	Equestrian	Narellan	Team-41	1999-08-18	2001-05-28	
4433	Handball-4433	Handball	Cranley	Team-75	2008-12-25	2010-02-28	
4434	Soccer-4434	Soccer	Willetton	Team-19	2015-12-20	2017-11-26	
4435	Cricket-4435	Cricket	Chirnside Park	Team-33	2011-03-04	2012-10-06	
4436	Wrestling-4436	Wrestling	Aberfoyle Park	Team-32	2000-11-21	2001-02-28	
4437	Surfing-4437	Surfing	Wantirna South	Team-62	2016-04-25	2018-03-17	
4438	Racquets-4438	Racquets	Bexley North	Team-97	1999-02-23	2000-05-27	
4439	Weightlifting-4439	Weightlifting	Warners Bay	Team-2	1998-08-25	2000-01-13	
4440	Taekwondo-4440	Taekwondo	Frankston	Team-24	2008-06-20	2010-06-01	
4441	Judo-4441	Judo	Ruse	Team-59	2010-08-11	2012-07-24	
4442	Judo-4442	Judo	Camp Hill	Team-5	2003-11-13	2005-11-04	
4443	Fencing-4443	Fencing	Shepparton	Team-88	2002-08-13	2004-08-02	
4444	Tennis-4444	Tennis	Lawson (ACT)	Team-27	2016-04-19	2017-10-01	
4445	Sailing-4445	Sailing	Balberra	Team-56	2014-09-26	2016-08-16	
4446	Archery-4446	Archery	Yarrawonga Park	Team-93	2004-03-01	2005-03-18	
4447	Weightlifting-4447	Weightlifting	Meadow Heights	Team-9	2004-12-23	2006-09-06	
4448	Netball-4448	Netball	Bulli	Team-32	2003-09-01	2005-01-18	
4449	Taekwondo-4449	Taekwondo	Lithuania	Team-18	2011-08-05	2013-07-08	
4450	Diving-4450	Diving	Bonogin	Team-66	2010-09-24	2012-06-06	
4451	Soccer-4451	Soccer	Eltham (Vic.)	Team-1	2003-12-20	2005-12-22	
4452	Triathlon-4452	Triathlon	New Lambton Heights	Team-14	2005-07-15	2007-05-18	
4453	Basketball-4453	Basketball	Cyprus	Team-91	2006-07-11	2008-06-13	
4454	Croquet-4454	Croquet	Lidcombe	Team-71	2011-06-22	2012-12-22	
4455	Bowling-4455	Bowling	Bangholme	Team-61	2017-07-18	2018-12-22	
4456	Canoe-4456	Canoe	Molendinar	Team-22	2002-10-17	2003-09-29	
4457	Volleyball-4457	Volleyball	Canterbury (Vic.)	Team-89	2006-07-23	2008-06-22	
4458	Kayak-4458	Kayak	Ingleside	Team-16	2002-10-24	2003-01-28	
4459	Badminton-4459	Badminton	Italy	Team-23	1999-10-18	2001-01-30	
4460	Cricket-4460	Cricket	Laos	Team-94	2009-11-08	2011-05-30	
4461	Equestrian-4461	Equestrian	Golden Gully	Team-65	1999-03-08	2000-03-02	
4462	Diving-4462	Diving	Brazil	Team-54	2009-02-07	2009-09-24	
4463	Surfing-4463	Surfing	Tyabb	Team-41	2017-08-07	2019-08-12	
4464	Rugby 7s-4464	Rugby 7s	Kogarah Bay	Team-79	2017-10-04	2019-08-15	
4465	Squash-4465	Squash	Stafford Heights	Team-13	2005-08-21	2006-07-03	
4466	Wrestling-4466	Wrestling	South Yarra	Team-17	2001-01-23	2002-10-14	
4467	Lacrosse-4467	Lacrosse	East Gosford	Team-2	2004-06-13	2005-02-06	
4468	Track and field-4468	Track and field	North Bondi	Team-14	2002-10-27	2004-02-20	
4469	Polo-4469	Polo	Maddingley	Team-16	2004-06-13	2005-12-09	
4470	Karate-4470	Karate	Habana	Team-65	2002-07-14	2004-04-15	
4471	Equestrian-4471	Equestrian	Worongary	Team-91	2007-07-10	2009-04-11	
4472	Climbing-4472	Climbing	Mortdale	Team-79	2008-03-23	2009-09-23	
4473	Swimming-4473	Swimming	Richmond (Vic.)	Team-49	2003-05-11	2005-02-16	
4474	Rugby union-4474	Rugby union	Ashbury	Team-69	2013-05-05	2015-05-02	
4475	Hockey-4475	Hockey	North Parramatta	Team-51	2007-11-02	2009-06-17	
4476	Hockey-4476	Hockey	Bellbrae	Team-55	2005-11-14	2007-11-03	
4477	Handball-4477	Handball	Redbank (Qld)	Team-40	2013-10-09	2015-07-17	
4478	Weightlifting-4478	Weightlifting	Pakenham South	Team-15	2005-01-26	2007-01-14	
4479	Water polo-4479	Water polo	Clifton Hill	Team-6	2004-02-26	2005-05-24	
4480	Kayak-4480	Kayak	Glenfield Park	Team-91	2004-11-19	2006-10-26	
4481	Weightlifting-4481	Weightlifting	Eden Hills	Team-81	2017-06-16	2018-06-16	
4482	Croquet-4482	Croquet	Collaroy (NSW)	Team-5	2012-02-15	2013-04-11	
4483	Badminton-4483	Badminton	Fitzroy (Vic.)	Team-29	2017-06-15	2018-06-02	
4484	Soccer-4484	Soccer	Chatswood	Team-49	2013-08-24	2015-08-22	
4485	Lacrosse-4485	Lacrosse	Boronia Heights	Team-25	2012-05-23	2014-01-07	
4486	Rugby 7s-4486	Rugby 7s	North Melbourne	Team-37	2005-02-16	2006-01-03	
4487	Polo-4487	Polo	Ashby (WA)	Team-47	2000-02-09	2001-03-03	
4488	Soccer-4488	Soccer	Balwyn North	Team-94	2002-03-25	2004-01-21	
4489	Triathlon-4489	Triathlon	Newton	Team-62	2014-04-21	2015-12-19	
4490	Rugby 7s-4490	Rugby 7s	Innaloo	Team-35	2013-02-03	2013-09-17	
4491	Gymnastics-4491	Gymnastics	Cameroon	Team-67	2002-02-07	2004-01-17	
4492	Pentathlon-4492	Pentathlon	Emu Heights (NSW)	Team-43	2000-08-26	2002-01-16	
4493	Climbing-4493	Climbing	Rockdale	Team-22	2012-08-09	2012-09-11	
4494	Soccer-4494	Soccer	Hornsby	Team-4	2011-06-13	2012-09-01	
4495	Volleyball-4495	Volleyball	Epping (Vic.)	Team-23	1998-06-03	2000-06-03	
4496	Rugby union-4496	Rugby union	Winchelsea	Team-59	2013-07-11	2014-12-04	
4497	Swimming-4497	Swimming	Invergowrie	Team-65	2001-01-04	2002-11-06	
4498	Basketball-4498	Basketball	Northcote	Team-76	2007-11-28	2009-12-01	
4499	Basketball-4499	Basketball	Acacia Gardens	Team-75	2004-10-17	2006-10-09	
4500	Handball-4500	Handball	Silkstone	Team-57	1999-02-01	2000-08-09	
4501	Taekwondo-4501	Taekwondo	Beaumont Hills	Team-86	2009-06-11	2010-05-14	
4502	Handball-4502	Handball	Denistone West	Team-68	2016-04-16	2018-03-05	
4503	Climbing-4503	Climbing	Bayswater (Vic.)	Team-71	2007-05-27	2009-02-27	
4504	Golf-4504	Golf	Sandy Bay	Team-27	2015-08-12	2017-06-16	
4505	Rugby union-4505	Rugby union	St Andrews (NSW)	Team-22	2001-05-14	2002-10-28	
4506	Triathlon-4506	Triathlon	Woodford (Vic.)	Team-81	2004-11-08	2006-01-22	
4507	Swimming-4507	Swimming	Shenton Park	Team-56	2005-10-14	2007-08-15	
4508	Pentathlon-4508	Pentathlon	Wyndham Vale	Team-9	2002-04-26	2004-04-25	
4509	Rugby 7s-4509	Rugby 7s	Kangaroo Gully	Team-33	2006-07-13	2006-12-05	
4510	Volleyball-4510	Volleyball	St Clair (Penrith - NSW)	Team-94	1998-02-22	2000-02-27	
4511	Canoe-4511	Canoe	Collingwood (Vic.)	Team-4	2017-08-22	2019-05-09	
4512	Badminton-4512	Badminton	Fairfield (Vic.)	Team-78	2009-01-13	2011-01-03	
4513	Dancing-4513	Dancing	Beeliar	Team-10	1998-10-20	1999-05-07	
4514	Rugby 7s-4514	Rugby 7s	Austria	Team-60	2011-12-24	2013-10-28	
4515	Racquets-4515	Racquets	Murrumba Downs	Team-93	2016-04-26	2017-07-26	
4516	Karate-4516	Karate	Chapman	Team-12	1999-05-18	2001-02-25	
4517	Netball-4517	Netball	Bellbowrie	Team-93	2009-07-27	2010-09-19	
4518	Water polo-4518	Water polo	Castle Hill (NSW)	Team-84	2012-12-11	2014-12-04	
4519	Fencing-4519	Fencing	Togo	Team-93	2008-03-22	2009-12-21	
4520	Taekwondo-4520	Taekwondo	Fulham Gardens	Team-55	2010-10-18	2012-01-12	
4521	Equestrian-4521	Equestrian	Walkervale	Team-54	2007-09-19	2009-03-19	
4522	Canoe-4522	Canoe	Mulgoa	Team-35	2006-09-28	2008-07-28	
4523	Softball-4523	Softball	Footscray	Team-9	2009-07-22	2011-07-21	
4524	Swimming-4524	Swimming	Poland	Team-67	2004-04-18	2006-03-10	
4525	Canoe-4525	Canoe	Pacific Pines	Team-12	2007-11-03	2009-08-03	
4526	Soccer-4526	Soccer	The Junction	Team-55	2011-07-02	2012-06-09	
4527	Polo-4527	Polo	Bruce (ACT)	Team-98	2003-08-27	2005-08-03	
4528	Squash-4528	Squash	Corinda	Team-21	2008-12-17	2010-11-03	
4529	Rugby union-4529	Rugby union	Tullimbar	Team-94	2000-08-06	2002-05-27	
4530	Judo-4530	Judo	Bonython	Team-30	2002-12-23	2004-09-21	
4531	Surfing-4531	Surfing	Marchmont	Team-49	1998-09-26	1999-12-18	
4532	Polo-4532	Polo	Parafield Gardens	Team-75	2016-02-17	2017-11-12	
4533	Sailing-4533	Sailing	Sefton	Team-23	2009-12-15	2011-12-08	
4534	Karate-4534	Karate	Mexico	Team-33	2017-08-21	2018-10-22	
4535	Weightlifting-4535	Weightlifting	McDesme	Team-31	2005-07-03	2007-01-18	
4536	Racquets-4536	Racquets	Bankstown Aerodrome	Team-94	2014-03-06	2015-11-14	
4537	Fencing-4537	Fencing	Mount Keira	Team-15	2007-10-21	2009-06-23	
4538	Taekwondo-4538	Taekwondo	Point Clare	Team-34	2001-09-11	2002-10-28	
4539	Racquets-4539	Racquets	Hallam	Team-7	2009-03-18	2010-07-29	
4540	Diving-4540	Diving	Drouin	Team-10	2009-03-21	2011-02-09	
4541	Softball-4541	Softball	Lysterfield	Team-11	2013-08-07	2013-12-08	
4542	Canoe-4542	Canoe	Moonah	Team-89	2004-03-12	2005-08-31	
4543	Taekwondo-4543	Taekwondo	Morley	Team-71	2000-07-20	2002-05-16	
4544	Badminton-4544	Badminton	Dianella	Team-97	1999-01-24	2000-10-02	
4545	Croquet-4545	Croquet	Lilli Pilli (Sutherland - NSW)	Team-18	2001-11-28	2003-12-03	
4546	Kayak-4546	Kayak	Woodcroft (NSW)	Team-89	1998-04-22	1999-09-12	
4547	Netball-4547	Netball	Coorparoo	Team-26	1999-11-05	2000-01-14	
4548	Kayak-4548	Kayak	Manoora (Qld)	Team-94	2011-01-06	2013-01-10	
4549	Rugby 7s-4549	Rugby 7s	Joslin	Team-73	1998-01-24	2000-01-06	
4550	Cycling-4550	Cycling	Harrington Park	Team-40	1998-09-24	2000-08-02	
4551	Golf-4551	Golf	Killarney Heights	Team-43	2010-07-12	2011-12-13	
4552	Croquet-4552	Croquet	Windang	Team-43	2000-06-01	2001-12-12	
4553	Canoe-4553	Canoe	Palm Beach (NSW)	Team-76	2004-06-02	2006-04-08	
4554	Canoe-4554	Canoe	Slacks Creek	Team-42	2017-05-24	2018-11-11	
4555	Judo-4555	Judo	Lakemba	Team-40	2009-04-21	2010-12-09	
4556	Wrestling-4556	Wrestling	Fisher (ACT)	Team-20	2002-08-05	2004-04-01	
4557	Rugby union-4557	Rugby union	Templestowe	Team-72	2015-01-17	2016-10-21	
4558	Surfing-4558	Surfing	Happy Valley (SA)	Team-30	1998-02-07	1999-12-25	
4559	Basketball-4559	Basketball	Kelvin Grove	Team-23	2001-09-10	2003-03-27	
4560	Golf-4560	Golf	Taylors Lakes	Team-7	2013-10-15	2014-10-06	
4561	Sailing-4561	Sailing	Willetton	Team-46	2004-07-14	2005-11-21	
4562	Tennis-4562	Tennis	Crawley	Team-25	2005-01-02	2006-10-05	
4563	Surfing-4563	Surfing	Winthrop	Team-45	2012-05-10	2014-03-25	
4564	Hockey-4564	Hockey	Mount Lofty	Team-92	2004-07-24	2006-05-31	
4565	Archery-4565	Archery	Pretty Beach (Gosford - NSW)	Team-15	2011-10-06	2013-04-27	
4566	Polo-4566	Polo	Tanawha	Team-74	2016-02-25	2017-10-09	
4567	Polo-4567	Polo	Normanhurst	Team-39	2003-02-08	2005-02-03	
4568	Rugby union-4568	Rugby union	Onkaparinga Hills	Team-88	2000-10-04	2002-07-08	
4569	Boxing-4569	Boxing	Moodlu	Team-41	2010-07-19	2012-04-06	
4570	Shooting-4570	Shooting	Somalia	Team-28	2010-06-03	2011-10-12	
4571	Diving-4571	Diving	Tolmie	Team-87	2011-11-09	2013-10-10	
4572	Dancing-4572	Dancing	Port Melbourne	Team-9	2008-11-02	2010-02-26	
4573	Sailing-4573	Sailing	Tullamarine	Team-70	2007-07-16	2009-06-27	
4574	Weightlifting-4574	Weightlifting	Brunswick (Vic.)	Team-17	2015-03-15	2017-02-14	
4575	Pentathlon-4575	Pentathlon	Pakistan	Team-60	1999-10-20	2001-04-15	
4576	Bowling-4576	Bowling	South Korea	Team-86	1999-10-20	2001-05-30	
4577	Tennis-4577	Tennis	Manly (NSW)	Team-62	2013-06-10	2015-02-06	
4578	Volleyball-4578	Volleyball	Forest Hill (Vic.)	Team-49	2015-02-03	2016-04-06	
4579	Golf-4579	Golf	North Coogee	Team-30	2011-12-23	2013-11-29	
4580	Cricket-4580	Cricket	Brunswick East	Team-15	2003-01-07	2004-12-14	
4581	Karate-4581	Karate	Heathcote (NSW)	Team-37	2007-02-27	2008-09-23	
4582	Hockey-4582	Hockey	Doncaster East	Team-33	2008-08-12	2009-12-21	
4583	Polo-4583	Polo	Campsie	Team-76	2000-07-24	2002-05-11	
4584	Fencing-4584	Fencing	Tea Tree	Team-12	2014-06-09	2015-03-26	
4585	Climbing-4585	Climbing	Point Cook	Team-74	2011-07-14	2012-12-13	
4586	Racquets-4586	Racquets	Huntleys Cove	Team-70	2015-12-24	2016-11-15	
4587	Lacrosse-4587	Lacrosse	Broadmarsh	Team-12	2016-02-22	2017-06-03	
4588	Polo-4588	Polo	Estonia	Team-28	1998-03-27	2000-04-01	
4589	Track and field-4589	Track and field	Wembley	Team-76	2017-07-08	2019-06-25	
4590	Soccer-4590	Soccer	Albany Creek	Team-54	2008-06-07	2010-03-27	
4591	Surfing-4591	Surfing	Iluka (WA)	Team-38	2012-06-19	2014-05-26	
4592	Climbing-4592	Climbing	Kanyapella	Team-92	2000-09-01	2002-05-18	
4593	Baseball-4593	Baseball	Bonner	Team-77	2004-06-15	2006-06-21	
4594	Equestrian-4594	Equestrian	Durack (Qld)	Team-92	2011-09-06	2011-12-11	
4595	Handball-4595	Handball	Wareemba	Team-64	2015-10-07	2016-04-22	
